Latitude,Longitude,Erosion_Stability,Annual_Rainfall_mm,Average_Temperature_C,Climate_Category,Tectonic_Activity_Level,Fossil_Preservation_Probability
82.92301698342868,-87.99507731195897,Medium,222.33488115812972,20.258781496937686,Arid,Stable,0.6915433915821393
-37.163656921633866,7.14858757201111,High,1607.0493035338873,-3.768377109810192,Temperate,Stable,0.7843531106031892
70.75102727332285,11.126074898063052,High,3763.8810071536354,0.6656072741108421,Temperate,Stable,0.14153829389494943
23.098995726468246,-159.7086447643387,Medium,1132.9913317393678,45.5181772113455,Temperate,Stable,0.02744400998175822
35.11361884776507,143.77551942472286,Low,2240.3193135815245,43.873008701223654,Temperate,Stable,0.7412274337396643
-29.179806293761267,124.74958942788379,Medium,1378.1538248193187,17.411852938480628,Arid,Stable,0.07428114003894992
51.79429528768151,-141.7341492294216,Medium,2696.789948559444,19.002253753761092,Arid,Stable,0.11020297798547918
4.816052322095629,-164.81889582028046,Medium,3018.3069571874557,48.48626922278467,Temperate,High,0.9386455454273565
-29.143633326434568,124.88981551060311,Medium,485.00756845043645,13.93367946540977,Temperate,High,0.733470258876698
32.83041568690109,-92.16739861385369,High,1913.1715220607784,33.790433273012695,Arid,High,0.046898491987469315
-68.14056520906372,87.16506266197769,Medium,3526.2861967856707,8.78580816280223,Tropical,Moderate,0.3108584245493199
22.293221625832473,-179.42276985566247,Medium,1774.5236503482433,37.25881660318182,Arid,Stable,0.19702084655627328
34.75560284743584,139.8025695650315,Medium,1639.8158041639124,6.644864600388722,Tropical,Moderate,0.9195571895554674
88.76552518943362,115.52224705485054,Medium,2911.6856447264854,32.04834025807644,Temperate,Moderate,0.6711513796245503
75.22118217824547,91.60709055148902,High,1181.4811595515016,25.56746143337255,Temperate,High,0.40119927121594257
0.7495755707017935,109.5868401887463,Medium,1122.8198383714848,30.988865342497284,Tropical,Stable,0.36831442664730696
-51.32066482875882,-136.50694042160154,High,2777.021643681168,37.69279955563482,Arid,Stable,0.18318766531544994
33.71694858000848,169.0819915566354,High,3280.926463658728,14.249560085282795,Temperate,Stable,0.45257323312279407
-35.169992525832825,129.7674400491714,High,1967.8804864296521,49.98681125453481,Tropical,High,0.8236201472272684
-40.32170099790527,-73.07186661082886,Low,540.6126820610828,29.452253587877124,Arid,Stable,0.9812174404955728
-62.23926829704073,-64.96773202837123,Medium,3848.0645811649206,14.670041577964671,Arid,Moderate,0.9099799168243382
71.00674589920925,74.18204068085271,Medium,1510.4048340757986,-4.976962749473657,Temperate,Stable,0.47225593563104096
64.95003534284135,-122.18310986699974,Medium,1045.831532090031,11.015289284324943,Arid,Moderate,0.8706039963759508
62.622725951961314,156.01608998307262,Medium,1998.8776376143185,18.893240666657277,Temperate,Stable,0.695546254637699
58.616920762425536,-168.37914295345485,Medium,428.6611148914444,19.105800693709035,Temperate,Moderate,0.17038471723229776
62.06071851881157,-80.380045277254,High,2077.7369836930284,27.614935873298286,Arid,Moderate,0.5751951274563875
5.411407720664172,-114.46667766057075,Medium,3091.5257238242566,46.06564640599796,Arid,High,0.5985411353554926
47.85121805583793,169.51884749219658,Medium,767.5426327623364,24.24702168102472,Tropical,Moderate,0.3896017653693731
-28.35073963028789,57.39053951356823,Low,1991.7476952657007,49.898271842151665,Arid,Stable,0.0677512961148844
67.18239552156982,-154.76608285077657,High,2647.7406760911035,38.44536833006708,Tropical,Stable,0.5107197230644748
3.951290101995909,-61.8188471673419,High,1464.6163546976966,-8.937354462881078,Arid,Moderate,0.17226084025980604
65.39996327883779,-102.94429623554028,High,2058.5154841416293,33.23654802842171,Temperate,Moderate,0.7649129389240726
0.9985516780635493,-62.12583237550008,Medium,2786.7177583780017,27.41886704720141,Tropical,Stable,0.9409390383334765
-20.99249548963634,64.3106013458127,Low,3940.4431396175823,1.888327733536272,Tropical,Stable,0.34429274943633315
82.09276390805852,-4.474993533440937,High,3208.8672577958755,12.782702500146911,Temperate,Moderate,0.9284654005320783
33.06817926161179,82.6954466443753,High,2648.270151175039,49.55450139768463,Tropical,High,0.3447755526095241
-66.19221227357673,33.93166410685916,Low,2179.6737792861472,48.39245291389062,Arid,High,0.12387758049618436
16.91881026460078,-93.5665117972691,Medium,3118.4039074539473,9.991892786315574,Arid,Stable,0.4044462697989324
19.39596031284647,-22.040165799351485,Medium,3620.7159581874157,14.625091773096468,Temperate,Stable,0.8410099811347684
33.816491932516556,34.812943464579945,Medium,3639.072270567289,28.790453861694907,Temperate,High,0.648894009912277
-9.448945253660384,116.05640365903724,Low,2996.5553959641247,41.90289994095111,Temperate,Moderate,0.8228053963043848
34.443158918369164,105.90985384942178,High,1109.8216566335743,10.56396630590639,Temperate,High,0.6630962887593528
75.5244882465312,-148.0905276332612,High,3688.5118865793543,5.035534008529812,Temperate,Moderate,0.4215333693826443
-51.32015146872016,30.050075688576385,High,3215.5929693468265,7.687775452175202,Tropical,Stable,0.34720575152709987
-3.574165809446683,32.605192983124454,Medium,3942.6363487184467,43.8780956467314,Arid,High,0.691467367627803
-67.09258746677227,-6.2265329022286835,Low,1259.0966875525367,44.901131334729975,Temperate,Stable,0.3557051755441164
-80.010368683464,-62.94061892716614,Medium,3384.886155395076,28.783998858457572,Tropical,Stable,0.45216687133326505
-19.48687123463459,-99.05849961697179,Medium,326.53749027493654,49.69160806138929,Arid,Stable,0.20154496836127234
2.7319778490686986,-46.605441250218234,Medium,2316.7421704574235,42.250106918830845,Temperate,Stable,0.8274368035916145
33.551454804308946,78.91955443106656,Medium,3172.3658042890274,35.5153610316277,Arid,Stable,0.19931872705140696
69.64864356054758,72.79298317638677,Medium,2171.471654965794,39.88876609925293,Temperate,Stable,0.6671639944501145
-44.963385679758325,-76.28630093579389,Low,260.65155948676045,7.531255986146807,Temperate,Stable,0.8401540197214371
-7.640848945574703,5.557852315621233,High,1529.9610965752179,25.047768964212707,Tropical,Moderate,0.6632639854964232
34.53288088510517,-30.824617062642744,High,1393.1274551423642,-0.8313037083463026,Temperate,Moderate,0.794646890343428
15.262248981184229,-115.85158536013805,Medium,941.2038061599237,7.189125783595639,Temperate,Stable,0.24616368992873816
41.626118719039226,-24.765074636980955,High,2153.5041444484923,-9.532215132218624,Polar,Moderate,0.8773230649346394
56.610558864652546,-42.70103000901756,High,1467.9497033503937,19.863230475183094,Arid,Moderate,0.03995444810967386
17.568935132625384,-30.68852274525358,Low,2618.860761460083,35.528320846012996,Temperate,Moderate,0.9462543209643491
-27.621592809195768,-79.61419029190682,Medium,2304.9115263884655,14.253580139799269,Tropical,Stable,0.11154672704026669
-18.63905485773202,-32.73516974645119,Medium,1211.891090489376,6.8925584844764565,Arid,Stable,0.9173247073216018
14.305411768573762,-142.2295758407048,Medium,3422.344529264247,15.416962635038374,Temperate,Stable,0.08571921444976516
23.978517986175348,-85.15998453458408,Medium,3102.358535214145,39.03363198436349,Arid,Stable,0.6539149514653371
20.0515486152224,-6.960742709960499,Medium,774.5747339501438,2.114897673117744,Temperate,Stable,0.8954573206707591
27.606097639328937,177.99575046176267,Medium,636.4264423764837,10.026941857888186,Polar,Stable,0.17091850706969947
51.52361478987572,-125.70254392063538,High,3229.3975051205102,29.916631475612476,Arid,Stable,0.9887483885158206
83.72544175210493,144.21593888737874,Medium,411.6110324333234,26.329430475187266,Arid,Moderate,0.36210690467814033
-28.453215714620598,-61.576790009201176,Low,581.2367165176687,19.018289127555892,Polar,Stable,0.6715305716013095
-44.79648245097445,-37.18144678952547,Medium,531.3456133635464,43.87735468072073,Polar,High,0.3328168109773091
9.654196160662423,-43.633689505277715,Medium,1169.280963218077,15.42957945678516,Tropical,Moderate,0.9354203478765305
-28.00685175163712,-119.95450933984353,High,395.8244996731056,38.81815535168036,Temperate,Moderate,0.27822619334267507
-11.916909977212043,53.66429574853771,Medium,3608.9603086313173,39.591176057956105,Tropical,Stable,0.5120471127618006
0.5745863043762256,-153.71122211134846,Low,2055.4926790247464,25.13245850081379,Polar,High,0.33710647206508315
30.464917960688396,38.96477547166921,Medium,1532.3060924035499,28.200167953654926,Arid,Stable,0.14470088582592167
45.25034644839076,-9.417880626824882,High,226.5122837874642,-5.8344763696033635,Arid,Stable,0.8881108466436484
-53.91971138309239,93.41573807202747,Medium,3035.291679453732,-8.421835696217222,Temperate,Stable,0.5149954052299609
-5.282401249192247,-61.67760492387565,Medium,1855.1694766176167,15.28402704825746,Temperate,Stable,0.06618423141391161
-9.433745603594474,-97.20304266901547,Medium,1355.4248206627826,36.56437476666474,Temperate,Moderate,0.02891538612836564
-67.51465804327306,37.43967759628299,High,353.2987127345766,13.478885799847479,Arid,Moderate,0.08906130739752949
17.86132457390356,2.499112155350474,Medium,95.66015324271925,47.86755590633913,Temperate,High,0.6647631538768778
55.3316200083479,-23.059441924086258,Medium,2672.5915910166564,36.43128749716416,Temperate,Stable,0.053812487680913734
-39.51265542805509,-135.4474283662003,Medium,263.17651781871257,28.90856343172704,Temperate,High,0.9764829183669309
-4.095922001652852,-79.44404141675894,Medium,3372.5092355011825,13.507034747416593,Arid,Stable,0.5649203357893128
-77.56972108271569,-61.19923514778341,Low,1003.5528738864901,33.32197401167495,Tropical,Stable,0.23289104793829452
-73.2642239834287,-94.50454496386081,Low,1048.3012863181839,23.641168331522536,Temperate,Moderate,0.39372041908191013
-78.99754396475606,-89.19205995613193,Medium,2730.6705899492213,26.589862195529903,Temperate,High,0.16797989284632198
20.345334258809245,-162.48791507038663,High,3955.060718431836,32.43652931710424,Temperate,Stable,0.4720471792884061
87.84837848194348,13.614248177229399,Low,3235.2619013109584,13.584355178500896,Temperate,Stable,0.1297222892976364
-79.84004841944584,99.56379553797234,Low,1519.0292718332014,4.098067942100672,Polar,Stable,0.15226422167511022
-14.750136967305323,17.057794196264297,Medium,142.4537515896953,-1.9119706355505066,Temperate,High,0.6024921633775387
41.38464494584986,84.72729551761006,Low,536.0760274190341,28.63751100108786,Arid,Stable,0.7942591193198327
75.86702008276433,-16.513518818769484,Medium,252.23257498666078,10.430238284279483,Temperate,High,0.8198200917613465
-24.528741024741308,-177.10411465473632,Medium,2480.02579733885,15.276178076833105,Tropical,Moderate,0.818319229748935
23.8071162338141,-83.6933342498809,Low,2288.0344722312498,49.33274110487353,Tropical,High,0.7111841419003103
-12.818936501119794,139.6033938536931,Medium,2390.251848132652,20.7465546352303,Polar,Moderate,0.5722102905097595
46.666326728658646,-47.90765186309585,Medium,2743.2967818456646,41.13101405762363,Tropical,Stable,0.0557227630631546
-38.19131074035494,6.2772427107329065,Medium,3744.050070217814,34.056207456914954,Temperate,Moderate,0.4376376229920923
89.8966454667823,-118.09689285819687,Medium,668.5052037060699,-3.102880947500015,Temperate,High,0.09610757487852273
65.390107379033,124.41221006082066,Medium,3954.4384473699224,40.11143187529228,Arid,Stable,0.4286318848473587
47.80720020531538,-138.35789088658248,Medium,3175.512083963984,46.59161705145442,Arid,Stable,0.6341795668955474
89.56884011795921,137.48568190945082,Low,1947.7440817029826,2.1362711565096486,Polar,Stable,0.22751361019583438
-59.55824065825671,122.28645169232408,Low,1491.1534411968844,27.788823464347374,Polar,Moderate,0.07552225079302033
-6.701377814535732,145.35374116326665,Medium,666.3166357371401,49.715658787159725,Arid,Moderate,0.8987711503721191
27.715517995301923,171.03215347191468,High,1730.1679439481804,30.885062215714427,Tropical,Stable,0.6486226569785769
-65.44410229452048,115.63038134690584,Low,2116.789247125789,27.886625939285523,Temperate,Moderate,0.13450792801179956
46.44871631078425,149.58051210264568,Medium,512.4928525848007,31.997661354968294,Arid,Stable,0.6437862915351997
-82.8788007383643,60.6671968030692,High,531.4566305905479,44.80170522974012,Temperate,High,0.34102144490491526
56.239016816612065,-179.9848399359434,Medium,1350.9135325053692,24.39591737913635,Arid,Moderate,0.6017532557486198
11.087272422263652,111.17483856583505,Low,3641.550195351664,10.016066924868074,Tropical,Stable,0.3167669820307455
-7.3491086911869274,-2.961542125497431,Low,2516.4485922126114,-8.995151128370821,Arid,Stable,0.477895312594959
35.46412814101609,173.4432029838806,Low,73.66047457554498,-4.642656865063392,Polar,Stable,0.4376588806920604
-45.951603043879146,128.13246450190445,Medium,715.1525277590553,19.333935281727413,Temperate,Stable,0.9127564284028044
-60.25353213251954,-129.74639891442786,High,443.33801617282774,14.563641561447941,Arid,Moderate,0.13948328895554585
-23.628103919866604,-151.06093217478298,Medium,2858.3976981741735,-1.3427278279129453,Polar,Stable,0.2517559599243513
-5.399378564952485,-158.6048336895992,Low,3972.5135091309944,23.561244953864644,Temperate,Moderate,0.6658342184138447
35.338811022070516,118.9889013139312,High,1204.1905630917547,-2.1967735349254536,Tropical,Moderate,0.13361099907582175
-36.70150717266036,-116.30146699441721,Medium,491.2503833690558,-6.186932247269028,Arid,Stable,0.12549756603961315
-42.762057572514166,-33.72594873963058,Medium,3029.6546442925205,27.892995244221794,Temperate,Stable,0.14903958517959293
14.398884936084428,97.16833599046231,Medium,1219.7424123307724,8.180412704091033,Temperate,High,0.240566057830215
-83.56202355586828,-117.36260501511677,Low,285.0731809896648,44.34315423669242,Arid,Moderate,0.24132633295000527
76.2683652030448,152.16678102515243,Medium,3278.0127562197727,-6.510320740841891,Polar,High,0.43791572239457677
-87.67279544547732,-53.55528728942399,Medium,2285.1365391566023,42.98804542192099,Arid,Moderate,0.9222480932555567
14.688230931891496,-100.59811883265668,High,1626.2940690945625,35.69527557067586,Polar,Moderate,0.39381772300825757
38.18814595051546,-66.24099247739713,High,1075.9477418648285,7.700618574837115,Tropical,Moderate,0.694056464766184
-76.95040936283243,132.17916268063965,Medium,2351.4254352138496,7.318587052760922,Temperate,Moderate,0.4125944824495277
71.30623933865772,121.55413370511553,High,1712.9015902139522,6.159825627885784,Arid,Moderate,0.34347010584059423
-67.81759785623191,-62.896136703266166,Medium,3570.966732945014,-0.0033880463491762214,Temperate,Stable,0.33111110823553436
74.12830661273978,115.24421459695384,Low,783.4251761777575,12.977176120471473,Arid,Moderate,0.4676118142234945
57.28663208141745,137.70895088364756,Medium,2222.643299365766,31.351056074892462,Tropical,High,0.7822522470869151
-20.106107259589876,-162.6277497281052,High,1169.3100980298323,15.827231052162084,Tropical,High,0.3263037303992694
-32.307496754912044,118.66568766623556,Medium,1540.0036509817294,18.505529622382774,Temperate,Stable,0.9430953567074758
-61.22377920837395,-169.0556579073005,Medium,3366.725195301908,24.34279061206361,Arid,Moderate,0.43075990457056457
79.35742861210312,172.90013709538437,High,657.1632381015604,-4.566434795528473,Temperate,Stable,0.33071563513269797
-71.29250439111172,-32.39046771316657,Low,2136.805427517298,9.9452097345226,Polar,High,0.2853264343155887
-46.704154214471785,28.24577840729225,Medium,989.0304616226767,-3.973458945424815,Polar,Stable,0.23645423837595259
-86.70002484941546,130.93862443272604,Low,170.68862881356495,26.56040109486394,Arid,Moderate,0.13561643743822716
-49.80788679233454,118.19145998107501,High,767.3405104084849,43.077614221224565,Temperate,Stable,0.8205978866702721
19.240972608070408,-41.61709270988942,High,3877.6863758360223,19.89147969119774,Temperate,High,0.8075600440496845
-52.026072156017065,-123.01202437472584,High,3543.3299102753213,12.473014088932665,Temperate,High,0.3899366610924534
-18.45730783095931,-159.5133036891462,High,2253.449254860077,19.496222218609688,Temperate,Stable,0.6816296477756449
-59.45581573636471,-173.59834540252962,High,2383.704286903451,40.997003789709645,Arid,Stable,0.0015375047676832176
61.4076197893437,-122.13363539341648,High,335.554306688941,11.128451500939335,Arid,Moderate,0.9605829822147672
-38.29783397525391,154.78119854969157,Medium,90.73458094588312,-0.29944787321233335,Temperate,Stable,0.7121668971504209
66.44362230610344,145.48210754026684,High,3409.278482863165,16.42082968277639,Polar,Stable,0.8264780509878317
34.34197632068529,15.016737298453336,Medium,1132.8011543363434,43.975102850438454,Temperate,Stable,0.38684735610343113
31.971013244530212,144.98696706646712,High,1782.6940715744352,42.951974500466136,Arid,Stable,0.35895691400912333
18.884729194002745,102.76920191482105,High,3982.2626968446525,8.864131954209235,Arid,Stable,0.9741746104673119
-24.57222828559206,-175.16542704284655,High,3119.329354630082,12.643017889666485,Polar,Moderate,0.40645111098691444
60.3476019964007,83.14877233135962,Low,2642.921887064885,4.660855412150031,Tropical,High,0.5939470973867033
-30.535827163376354,20.417464328850514,Medium,2797.5280318038563,1.8723228080735907,Temperate,Moderate,0.43095711815991455
-79.72339769328444,-20.222826517748985,Low,2594.020654414924,37.46162366696292,Arid,Stable,0.7041402519055343
-3.2160537675527934,-10.712476734893158,Medium,3105.3986301926084,32.089306370791526,Arid,Moderate,0.6304413572179501
80.41388112580876,-22.11259739138319,High,3153.2831686833833,8.778588894364276,Temperate,Moderate,0.3219197166309017
-52.42820539873776,29.808809996781918,Low,3912.6181223416884,-7.9318485593739085,Arid,High,0.5522183486296662
-14.33359106814126,123.3936161222631,Medium,1246.035982779401,-5.316274425717859,Arid,High,0.7716983219167937
-23.08480865158434,-79.72328634694537,Medium,439.0784188394603,0.28157830074401247,Tropical,Moderate,0.3137252977017342
-32.06059791115099,145.99528815491908,High,930.8707688056192,13.188063408437564,Arid,Moderate,0.7595243550269845
-38.33095263932617,-14.630441370787281,Low,3559.292277340297,3.1057623590650785,Temperate,Moderate,0.3246919273141692
6.592147156773265,68.94046074352448,Medium,1562.9194079845058,0.35260825563102927,Arid,High,0.5214158707544796
-15.407388041056123,-179.6810156118643,Medium,1855.4227595691966,16.052152057772002,Tropical,Stable,0.8317259805121535
-84.9928164286217,126.87691466018521,Medium,419.80879662874634,38.50899615425622,Arid,Stable,0.2993494141196148
46.28776272133024,52.3562257749783,Medium,1381.949561241941,12.725705509811775,Tropical,High,0.3786251005549539
61.13662006531794,90.90203894612358,High,3432.4320883229766,17.59523130469248,Arid,Stable,0.9327598615575992
58.75597503617877,8.127671092616112,High,2652.9777631897077,33.47914465984408,Tropical,Stable,0.2541104995226733
-86.08121949744496,110.78834425503499,High,3839.910960702403,38.10919523049328,Temperate,High,0.7022639214406953
-73.44458220522839,52.846001243418925,Medium,3437.2720858500893,39.47209357688825,Temperate,High,0.7017182091849444
39.00394804302593,-167.45173834802273,Medium,3342.866781616761,17.586631642715584,Temperate,Stable,0.2576240374227998
68.29929252590884,-54.60868083288395,Medium,3567.448879382637,-7.079639983696893,Arid,Moderate,0.13136641049325282
-11.649995287681733,56.66578322790761,Medium,3821.010777242217,18.35083894312119,Arid,Stable,0.838765661897296
-10.157459133530963,-46.957942158595415,High,2899.1470402269274,-5.585823877694034,Arid,High,0.2591439974020344
55.96014613638599,-30.646313301383515,High,1047.1591451827367,9.91213021020521,Temperate,High,0.13807822306798245
-14.937145611077923,81.18798623306208,High,793.3589912188053,12.655190179030662,Arid,Moderate,0.04282648887065621
22.03270888060767,-134.16150382654925,Medium,3583.117892879785,44.415390898551635,Tropical,Stable,0.30787065766997457
-17.32422844695749,-100.79640431857581,Low,562.7513239381185,49.53925982358694,Tropical,High,0.6976152190414558
25.084646381828804,44.84074474097383,Medium,440.2579074721227,23.854761025858757,Tropical,Stable,0.6126183461743805
-39.62193123222778,-12.53830258469813,Medium,3071.4003261989715,34.785902750008184,Arid,Stable,0.4192223912563924
-79.18387588871273,103.57941415547583,Medium,3943.7523578420014,43.44674385250842,Polar,Stable,0.6139225351952479
-9.99490593088477,-36.90609879338723,Medium,1675.703105987992,-4.0301538824459175,Temperate,Moderate,0.8892815642171873
89.59153741295412,13.730327627206265,Medium,682.7206466665965,7.864846266561557,Arid,High,0.8874538670386435
-69.44155501704935,-42.129482923064785,Low,1033.733493678229,19.538401060630783,Tropical,Moderate,0.21785702215393
47.864001072309065,134.4424782567201,Low,2606.2725886927483,16.494759202972016,Temperate,Moderate,0.5038538915045795
-30.0755957840245,-89.41604832830349,Medium,3830.9992679947973,-5.094301068461203,Tropical,Stable,0.7448009380692864
33.01001749665875,90.77210375415052,Medium,3244.030611163178,-0.4225217884370007,Arid,Stable,0.35300504846051695
84.14251301999832,111.80375914870893,Medium,759.2853528280191,17.201197352753056,Tropical,Stable,0.5948719391238606
47.84875050760539,116.9459665817435,High,322.2406441608952,3.684394560004847,Tropical,High,0.28231875927127004
-64.80792354583643,-86.31162138267912,Low,1997.2687913729358,30.283013729237545,Polar,Stable,0.29784236701639655
84.42728320791247,-1.6295428252791169,High,1791.9338594907956,31.20511999148694,Tropical,Moderate,0.7865523953876118
87.55398945567015,47.72789230630008,Low,3231.979694586778,-6.4133342524318415,Arid,Stable,0.813758837718137
-51.09946326263638,95.58222015062552,High,1028.43056269606,41.67067617879955,Arid,Stable,0.45937978914638955
-13.543603658155774,-146.6265686343953,Medium,887.3200529772688,-6.199288327983801,Tropical,Moderate,0.46731546301260274
-60.59400877641528,-26.79172792778573,Medium,476.1237655947333,12.13813075189535,Arid,Moderate,0.27230550816149357
52.526926568764026,-65.96610366135668,Medium,1108.8922572861416,30.43838584971933,Arid,Moderate,0.3523034947550834
-65.32312757282074,168.64922829525693,High,2486.8323320747472,23.331653926697854,Temperate,Stable,0.02773978879958261
71.42045011813312,142.54205550101221,Medium,2375.0211406895237,31.171805423679913,Temperate,Moderate,0.30319073974681976
-7.99970939355542,-25.342555183836936,Medium,302.7023832425367,49.096686344577535,Tropical,Moderate,0.10588623933649877
63.057774617010836,63.16832138600262,Medium,1178.5992432320536,23.508366185707587,Arid,Stable,0.7249490442845075
28.849678731858603,-26.01654666670592,Medium,3069.870656763462,23.18579912027782,Tropical,Stable,0.37693523342693924
82.89937869354802,117.85381726153975,Medium,1670.3419964324144,7.60653780013466,Arid,Stable,0.7304773451489911
-33.54932194726797,-40.50527476787363,Medium,1687.4269968859537,13.372501638565279,Arid,Moderate,0.9622132657870072
66.44100271286675,-86.06099782113725,Medium,3484.2951200503508,-3.452405075181913,Tropical,High,0.20495815759812175
26.319349450798555,34.81818211089583,Low,224.59369820707937,23.218778464187082,Polar,Stable,0.46072345009627236
18.885741017025296,1.8389975697939462,Medium,399.05698916201385,-7.878198907010876,Temperate,High,0.8339518595183889
43.40727467796472,30.358008701041967,Medium,339.5887288935468,32.68052806423357,Arid,High,0.4289382242109915
-69.9980420048635,-103.81708454817866,Medium,3862.5930564953164,-8.73253604749298,Temperate,Moderate,0.4733044647084059
-11.595549926141004,-167.97840490787868,Medium,722.4190901965754,44.65106209031696,Arid,Stable,0.3688020939208426
10.931615553835726,39.39982461008191,High,3680.496998153345,44.58734114279926,Arid,Stable,0.2639887712773846
-86.60897925737383,-45.167720618455235,Medium,3962.450669648043,43.196198106157446,Arid,High,0.567842401174803
78.14682489016147,49.29034857154332,Medium,1786.0137263218385,47.915991540141626,Temperate,Stable,0.893196938466168
-18.54202846253162,-75.43570749200121,Medium,272.84194822759,-4.650949363723658,Polar,Stable,0.5465599094450386
2.5797074846974795,-136.57005674117846,Medium,2034.9008796457733,-0.20254215754912153,Temperate,Stable,0.12774367155191424
33.85646914127348,-14.015562028481696,High,600.0480071347431,0.5027504777888154,Tropical,Moderate,0.3079973276162572
48.46368937855084,20.839561870485795,Medium,3779.1449407287496,6.646823705822921,Polar,Moderate,0.8747979246637742
-78.72255480653767,123.22847593932516,Medium,1704.2100830020922,21.058074880071466,Polar,Moderate,0.30042144279895266
6.011377079443903,128.37340984308787,Medium,294.12092330216274,45.053967554932264,Temperate,Stable,0.7286315686366472
22.20010698120207,-24.309620196793617,High,2892.8740116121935,39.262172522405976,Arid,Moderate,0.6265740808282646
-54.76258555159915,145.3189492246695,High,2174.8288167862197,38.08036547248735,Arid,Stable,0.8460854639376274
10.607936912766831,-145.2293396098755,Medium,980.1782773042403,49.06076941729026,Arid,Moderate,0.9692805201603908
61.247254909656874,-49.18809756680426,High,1252.5399720676146,-9.47256427499957,Polar,Moderate,0.5077121756623719
-27.95835462156502,76.12892199487203,Medium,3054.83222372522,43.85228524804023,Temperate,Moderate,0.7994991242079509
48.66706019142188,44.95413040267803,Low,2135.263933024161,-7.595911650297604,Temperate,High,0.5904141951773771
-68.33213215537242,79.7976144084111,Low,3634.1274626437466,37.762622006976805,Arid,Moderate,0.07383245043116815
62.786546208055654,36.48293647891293,High,3472.082295957436,2.2746324102717104,Tropical,High,0.7621239127707138
